snap_ts,instrument_name,underlying_price,mark_price,mark_iv,open_interest,bid_price,ask_price,volume,volume_usd
1788239347308,ETH-26MAR27-1000-C,2523.13,0.609798,72.48,269.0,0.6065,0.6145,0.0,0.0
1788239347308,ETH-25JUN27-3300-C,2551.53,0.109888,55.9,2272.0,0.108,0.112,4.0,1094.49
1788239347308,ETH-27NOV26-4000-C,2493.76,0.007553,58.81,72.0,0.007,0.008,0.0,0.0
1788239347308,ETH-1SEP26-2200-P,2474.4,0.0,73.84,1362.0,,0.0001,0.0,0.0
1788239347308,ETH-25JUN27-1500-C,2551.57,0.447764,60.39,50.0,0.441,0.4545,0.0,0.0
1788239347308,ETH-25SEP26-8000-C,2482.76,1.9e-05,125.02,1654.0,,0.0001,0.0,0.0
1788239347308,ETH-3SEP26-2620-P,2475.15,0.059902,52.1,0.0,0.056,0.063,0.0,0.0
1788239347308,ETH-2SEP26-2420-P,2474.8,0.002056,42.02,563.0,0.0019,0.0022,672.0,11715.24
1788239347308,ETH-1SEP26-2420-C,2474.44,0.022029,53.88,24.0,0.019,0.025,0.0,0.0
1788239347308,ETH-25DEC26-6500-P,2498.18,1.60321,68.84,0.0,1.584,1.6245,0.0,0.0
1788239347308,ETH-25SEP26-4200-P,2482.72,0.691874,72.88,551.0,0.6845,0.6985,0.0,0.0
1788239347308,ETH-26MAR27-3600-C,2523.13,0.054788,55.88,2292.0,0.0535,0.056,0.0,0.0
1788239347308,ETH-4SEP26-2400-C,2475.56,0.035938,44.83,1902.0,0.0325,0.039,10.0,831.88
1788239347308,ETH-26MAR27-3400-P,2523.13,0.413978,55.47,6.0,0.4025,0.426,0.0,0.0
1788239347308,ETH-3SEP26-2260-P,2475.15,0.000307,58.03,53.0,0.0002,0.0004,50.0,86.22
1788239347308,ETH-30OCT26-1400-C,2487.96,0.438862,69.86,50.0,0.436,0.4415,0.0,0.0
1788239347308,ETH-25DEC26-2600-C,2498.18,0.098315,51.61,7280.0,0.098,0.099,1316.0,309006.01
1788239347308,ETH-25JUN27-2400-C,2551.53,0.223189,55.58,903.0,0.2135,0.2305,0.0,0.0
1788239347308,ETH-25JUN27-5000-C,2551.53,0.035155,58.73,1361.0,0.0335,0.0365,0.0,0.0
1788239347308,ETH-25JUN27-2500-P,2551.53,0.185756,55.5,122.0,0.1835,0.188,0.0,0.0
1788239347308,ETH-18SEP26-2100-C,2479.6,0.156537,52.75,0.0,0.153,0.1595,0.0,0.0
1788239347308,ETH-30OCT26-1850-P,2488.0,0.008315,55.61,1184.0,0.008,0.009,0.0,0.0
1788239347308,ETH-18SEP26-2400-C,2479.6,0.058272,47.28,52.0,0.0545,0.062,3.0,399.68
1788239347308,ETH-25DEC26-4200-C,2498.18,0.009556,57.65,5228.0,0.009,0.01,31.0,682.69
1788239347308,ETH-2SEP26-2660-P,2474.8,0.075011,60.14,0.0,0.071,0.0785,0.0,0.0
